"Organization Name","Address","City","State","Postcode","Main Phone #","Discipline","Council District","Community Board","Borough","Latitude","Longitude","Census Tract","BIN","BBL","NTA"
"Crown Heights North Association Inc.","986 Sterling Place","New York","NY","11213","(718) 756-8386","Architecture/Design","Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.672292","-73.946027","339","3031993","3012490026","BK0802"
"Crown Heights Youth Collective","133 Rogers Avenue","Brooklyn","NY","11225","(718) 756-7600",,"Brooklyn Council District #36","Brooklyn Community Board #8","Brooklyn","40.673022","-73.952976","31701","3031485","3012400004","BK0802"
"CSC Repertory, Ltd.","136 East 13th Street","New York","NY","10003","(212) 677-4210","Theater","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.732821","-73.988212","42","1009015","1005580024","MN0303"
"CSI Foundation","2800 Victory Boulevard,","Staten Island","NY","10314","(718) 982-2359","Multi-Discipline, Performing","Staten Island Council Dist #50","Staten Island Community Brd #2","Staten Island","40.608853","-74.153335","27301","5170676","5020400001","SI0204"
"Cuala Foundation, Inc.","513 E 13th St","New York","NY","10009","(212) 260-2302","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.729391","-73.98004","34","1005262","1004070054","MN0303"
"Cuban Artists Fund","41 Union Square West","New York","NY","10003","(212) 812-4200","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #5","Manhattan","40.736976","-73.990452","52","1016089","1008440026","MN0501"
"Cubraiti, Inc.","41 Union Square West","New York","NY","10003","(212) 987-4363","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.736976","-73.990452","52","1016089","1008440026","MN0501"
"CUE Art Foundation","137 West 25th Street","New York","NY","10001","(212) 206-3583","Visual Arts","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.744681","-73.99302","91","1068241","1008017501","MN0401"
"Cultural and Educational Foundation INC","2000 84th Street Apt. 203","Brooklyn","NY","11214","(856) 503-9190","Music","Brooklyn Council District #46","Brooklyn Community Board #11","Brooklyn","40.605562","-73.996719","288","3165376","3063340006","BK1101"
"Cultural Center for Soviet Refugees, Inc.","139 East 33rd Street, Suite 9M","New York","NY","10016","(212) 686-0199","Literature","Manhattan Council District #2","Manhattan Community Board #6","Manhattan","40.745838","-73.980436","72","1018492","1008890015","MN0603"
"Cultural Collaborative Jamaica, Inc.","90-73 198 Street. 1fl","Jamaica","NY","11432","(718) 526-3217","Multi-Discipl, Perf & Non-Perf","Queens Council District #27","Queens Community Board #12","Queens","40.714156","-73.761148","484","4222891","4104810050","QN1206"
"Cultural Museum Of African Art - The Eric Edwards Collection","1360 Fulton Street","Kings","NY","11216","(347) 295-3775","Museum","Brooklyn Council District #33","Brooklyn Community Board #3","Brooklyn","40.680186","-73.94593","247","3329709","3018620001","BK0301"
"Culture For One, Inc.","380 Lexington Avenue","New York","NY","10168","(914) 319-5261","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #4","Manhattan Community Board #4","Manhattan","40.751036","-73.97636","80","1036152","1012960014","MN0603"
"Culturehub, Inc.","47 Great Jones St","New York","NY","10012","(347) 633-2055","New Media","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.726739","-73.992528","5502","1008483","1005307503","MN0202"
"Culture Lab LIC Inc.","5-25 46th Ave","Long Island City","NY","11101","(347) 612-0913",,,"Queens Community Board #2","Queens","40.747269","-73.954682","103","4000035","4000260021","QN0201"
"CultureNOW, Inc.","37-24 24th Street","LONG ISLAND CITY","NY","11101","(212) 604-0900","Multi-Discipline, Non-Perform","Manhattan Council District #3","Queens Community Board #1","Queens","40.757018","-73.935833","3302","4439111","4003660001","QN0105"
"Culture Project, Inc.","49 Bleecker Street","New York","NY","10012","(212) 925-1806","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #1","Manhattan Community Board #2","Manhattan","40.725825","-73.994357","5502","1008451","1005290062","MN0202"
"Culture Push, Inc.","241 E. 7th Street","New York","NY","10009","(917) 306-6363","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.723836","-73.978253","2602","1004524","1003770067","MN0303"
"Cumbe: Center for African and Diaspora Dance, Inc.","1368 Fulton St","New York City","NY","11216","(718) 935-9700","Dance","Brooklyn Council District #36","Brooklyn Community Board #3","Brooklyn","40.680175","-73.945717","247","3053786","3018620014","BK0301"
"Cunningham Dance Foundation, Inc.","55 Bethune Street","New York","NY","10014","(212) 255-8240","Dance","Manhattan Council District #3","Manhattan Community Board #2","Manhattan","40.736955","-74.008494","79","1012047","1006390001","MN0203"
"Curatorial Program for Research","1 Blue Slip","Brooklyn","NY","11222","(917) 826-9951",,,"Brooklyn Community Board #1","Brooklyn","40.736165","-73.959012","56302","3418101","3024727503","BK0101"
"Curiosity Cabinet, Inc.","522 Stratford Road","Brooklyn","NY","11218","(925) 285-3611","Music","Brooklyn Council District #40","Brooklyn Community Board #14","Brooklyn","40.635888","-73.967216","526","3119257","3051740034","BK1402"
"Curran Events Inc","21 First Avenue","New York","NY","10003","(212) 254-5018","Dance","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.723527","-73.988257","3602","1006095","1004430035","MN0303"
"Custom Collaborative","253 West 35th Street","New York","NY","10001","(646) 596-8005","Architecture/Design","Manhattan Council District #9","Manhattan Community Board #5","Manhattan","40.752289","-73.991612","109","1014423","1007850011","MN0502"
"Cygnus Ensemble, Inc.","400 West 43rd Street, Apt. 11G","New York","NY","10036","(914) 665-2254","Music","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.759302","-73.992636","12102","1083745","1010520001","MN0402"
"CYPRECO of America, Inc.","21-02 28th Ave","Astoria","NY","11102","(718) 545-1151","Folk Arts","Queens Council District #22","Queens Community Board #1","Queens","40.771024","-73.926599","71","4006203","4005450028","QN0103"
"D.U.M.B.O. Arts Center, Inc.","111 Front Street, #212","Brooklyn","NY","11201","(718) 694-0831","Visual Arts","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.70251","-73.988975","21","3000088","3000380001","BK0202"
"Da Capo Chamber Players, Inc.","215 West 90th Street, #1G","New York","NY","10024","(212) 873-1065","Music","Manhattan Council District #6","Manhattan Community Board #7","Manhattan","40.790642","-73.974067","179","1033556","1012387501","MN0702"
"Dance 2000: The Felice Lesser Dance Theater Foundation, Inc.","484 West 43rd Street","New York","NY","10036","(212) 594-3388","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.760205","-73.994777","12102","1083746","1010520001","MN0402"
"DanceBreak Foundation","350 West 42nd Street, Apt 39D","New York","NY","10036","(212) 315-1516","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.757834","-73.99124","115","1087264","1010327501","MN0402"
"Dance Continuum, Inc.","348 W 57th St","New York","NY","10019","(212) 219-0005","Dance","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.7673","-73.984282","139","1083734","1010477501","MN0402"
"Dance Entropy, Inc.","37-24 24th Street","Long Island City","NY","11101","(718) 956-3037","Dance","Queens Council District #26","Queens Community Board #2","Queens","40.757018","-73.935833","3302","4439111","4003660001","QN0105"
"Dance Films Association, Inc.","3 Lafayette Avenue","Brooklyn","NY","11217","(212) 727-0764","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #3","Brooklyn Community Board #2","Brooklyn","40.686746","-73.97887","33","3059169","3021070001","BK0203"
"Dance Giant Steps, Inc.","137 Montague Street, Suite 303","Brooklyn","NY","11201","(713) 666-6395","Dance","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.694661","-73.993787","502","3001989","3002430019","BK0201"
"Dance Heginbotham, Inc.","601 E 19th Street","New York","NY","11226","(518) 210-1473","Dance","Brooklyn Council District #40","Brooklyn Community Board #14","Brooklyn","40.636195","-73.959592","518","3120576","3052190040","BK1402"
"Dance Iquail","Po Box 559","New York","NY","10030","(646) 457-7484","Dance","Manhattan Council District #9","Manhattan Community Board #9","Manhattan",,,,,,
"Dance Notation Bureau, Inc.","111 John Street","New York","NY","10038","(212) 571-7011","Dance","Manhattan Council District #1","Manhattan Community Board #1","Manhattan","40.707671","-74.005764","1502","1001167","1000750030","MN0101"
"Dancenow/NYC","93 4th Avenue","New York City","NY","10003","(917) 664-8065","Dance","Manhattan Council District #3","Manhattan Community Board #3","Manhattan","40.732058","-73.990186","42","1008976","1005560036","MN0303"
"Dance Parade, Inc.","455 FDR Drive, Suite B104","New York","NY","10002","(262) 880-1270","Dance","Manhattan Council District #6","Manhattan Community Board #3","Manhattan","40.712914","-73.977769","202","1083400","1002630008","MN0302"
"Dance Project of Washington Heights","350 Fort Washington Avenue","New York","NY","10033","(347) 871-7573","Dance","Manhattan Council District #10","Manhattan Community Board #12","Manhattan","40.84689","-73.939899","263","1063506","1021420175","MN1201"
"Dance Project Sequence, Inc.","37-18 Northern Blvd., #315","Long Island City","NY","11101","(212) 517-4177","Multi-Discipl, Perf & Non-Perf","Manhattan Council District #8","Manhattan Community Board #5","Queens","40.752096","-73.925887","17102","4003103","4002140040","QN0161"
"Dance Ring, Inc.","131 East 10 Street","New York","NY","10003","(212) 679-0401","Dance","Manhattan Council District #2","Manhattan Community Board #3","Manhattan","40.730471","-73.988432","4002","1006818","1004660026","MN0303"
"Dancers Unlimited","399 Dean St","Brooklyn","NY","11217","(808) 888-9858",,,"Brooklyn Community Board #6","Brooklyn","40.682694","-73.978046","12901","3389842","3009280067","BK0602"
"Dances and Drums of Africa","397 Bridge Street, 2nd Floor","Brooklyn","NY","11201","(718) 254-0670","Dance","Brooklyn Council District #33","Brooklyn Community Board #2","Brooklyn","40.691388","-73.985313","1502","3000286","3001450006","BK0202"
"Dance Service New York City, Inc.","218 E 18th St","New York","NY","10003","(212) 366-6900","Dance","Manhattan Council District #1","Manhattan Community Board #6","Manhattan","40.735518","-73.98474","48","1019574","1008980046","MN0602"
"Dances For A Variable Population","127 W 127th St","New York","NY","10027","(347) 683-2691","Dance","Manhattan Council District #9","Manhattan Community Board #9","Manhattan","40.809488","-73.945496","224","1057904","1019120012","MN1002"
"Dance Spotlight, Inc.","156 West 44th St.","New York","NY","10036","(212) 398-4200","Multi-Discipline, Non-Perform","Manhattan Council District #4","Manhattan Community Board #5","Manhattan","40.756746","-73.984634","119","1022622","1009960056","MN0502"
"Dance Theatre of Harlem, Inc.","466 West 152nd Street","New York","NY","10031","(212) 690-2800","Dance","Manhattan Council District #7","Manhattan Community Board #9","Manhattan","40.829329","-73.943644","23501","1061605","1020660059","MN0903"
"Dance to Unite, Inc.","222 W 14th St","New York","NY","10011","(917) 744-1080","Dance","Manhattan Council District #3","Manhattan Community Board #4","Manhattan","40.738915","-74.000559","77","1067572","1006187501","MN0203"
"Dancewave, Inc.","182 4th Avenue","Brooklyn","NY","11217","(718) 522-4696","Dance","Brooklyn Council District #39","Brooklyn Community Board #6","Brooklyn","40.678775","-73.982136","11901","3006806","3004200042","BK0601"
"DanceWorks, Inc.","3 Lafayette Avenue","Brooklyn","NY","11217","(212) 278-8111","Dance","Manhattan Council District #3","Brooklyn Community Board #2","Brooklyn","40.686746","-73.97887","33","3059169","3021070001","BK0203"
"Dancing Classrooms, Inc.","1350 Avenue of the Americas","New York","NY","10019","(212) 244-9442","Dance","Manhattan Council District #3","Manhattan Community Board #5","Manhattan","40.762731","-73.978341","104","1034815","1012700071","MN0502"
"Dancing Crane, Inc.","302 Kings Hwy 2nd Floor","Brooklyn","NY","11223","(914) 522-3888","Multi-Discipl, Perf & Non-Perf","Brooklyn Council District #47","Brooklyn Community Board #11","Brooklyn","40.605091","-73.979418","426","3176815","3066500022","BK1103"
"Dancing Dreams","23-91 Bell Blvd","Bayside","NY","11360","(718) 428-2600","Dance","Queens Council District #19","Queens Community Board #11","Queens","40.779916","-73.775333","99703","4132710","4059580052","QN0703"
"Dancing in the Streets, Inc.","2825 Third Avenue","New York City","NY","10455","(917) 902-9471","Dance","Manhattan Council District #3","Bronx Community Board #1","Bronx","40.815752","-73.918222","65","2000853","2023270064","BX0102"
"Daniel's Music Foundation","1595 Lexington Ave","New York","NY","10029","(212) 289-8912","Music","Manhattan Council District #8","Manhattan Community Board #11","Manhattan","40.789291","-73.94842","166","1085680","1016297502","MN1101"
"Danisar Productions, Inc.","One Union Square South","New York","NY","10003","(212) 842-2643","Multi-Discipline, Performing","Manhattan Council District #8","Manhattan Community Board #2","Manhattan",,,,,,
"Dansology, Inc.","515 East 6th Street, APT A1","New York","NY","10009","(212) 375-0186","Dance","Manhattan Council District #7","Manhattan Community Board #2","Manhattan","40.725234","-73.983372","32","1005112","1004020057","MN0303"
